customer_id,full_name,email,phone,created_at
359,Customer 359,customer359@mail.com,+84976063386,2023-06-07 03:27:22.206767
360,Customer 360,customer360@mail.com,+84934315058,2022-06-22 03:27:22.206769
361,Customer 361,customer361@mail.com,+84975250318,2024-11-18 03:27:22.206771
362,Customer 362,customer362@mail.com,+84911517705,2022-06-05 03:27:22.206773
363,Customer 363,customer363@mail.com,+84960537841,2024-07-25 03:27:22.206774
364,Customer 364,customer364@mail.com,+84921090407,2024-12-09 03:27:22.206776
365,Customer 365,customer365@mail.com,+84930490689,2024-02-25 03:27:22.206778
366,Customer 366,customer366@mail.com,+84980847891,2023-11-30 03:27:22.206780
367,Customer 367,customer367@mail.com,+84930485190,2022-12-26 03:27:22.206781
368,Customer 368,customer368@mail.com,+84987023373,2024-01-20 03:27:22.206783
369,Customer 369,customer369@mail.com,+84990910111,2023-10-01 03:27:22.206785
370,Customer 370,customer370@mail.com,+84914336044,2023-06-19 03:27:22.206787
371,Customer 371,customer371@mail.com,+84935685763,2022-12-01 03:27:22.206788
372,Customer 372,customer372@mail.com,+84929660210,2025-01-30 03:27:22.206790
373,Customer 373,customer373@mail.com,+84936921574,2024-11-02 03:27:22.206792
374,Customer 374,customer374@mail.com,+84999087971,2023-05-13 03:27:22.206793
375,Customer 375,customer375@mail.com,+84921266222,2024-11-08 03:27:22.206795
376,Customer 376,customer376@mail.com,+84913760100,2023-12-02 03:27:22.206797
377,Customer 377,customer377@mail.com,+84977758824,2024-07-15 03:27:22.206798
378,Customer 378,customer378@mail.com,+84961187476,2022-10-01 03:27:22.206800
379,Customer 379,customer379@mail.com,+84911603971,2023-09-09 03:27:22.206802
380,Customer 380,customer380@mail.com,+84983911362,2023-05-13 03:27:22.206803
381,Customer 381,customer381@mail.com,+84911830486,2024-10-28 03:27:22.206805
382,Customer 382,customer382@mail.com,+84914226955,2025-01-10 03:27:22.206807
383,Customer 383,customer383@mail.com,+84923128761,2023-08-10 03:27:22.206809
384,Customer 384,customer384@mail.com,+84924662685,2024-09-18 03:27:22.206812
385,Customer 385,customer385@mail.com,+84999750403,2023-02-06 03:27:22.206816
386,Customer 386,customer386@mail.com,+84976676993,2024-03-16 03:27:22.206819
387,Customer 387,customer387@mail.com,+84915693193,2023-11-28 03:27:22.206822
388,Customer 388,customer388@mail.com,+84916578875,2023-04-04 03:27:22.206825
389,Customer 389,customer389@mail.com,+84962077443,2022-10-29 03:27:22.206828
390,Customer 390,customer390@mail.com,+84932474248,2023-08-13 03:27:22.206831
391,Customer 391,customer391@mail.com,+84984027680,2023-04-11 03:27:22.206834
392,Customer 392,customer392@mail.com,+84995443907,2023-06-18 03:27:22.206837
393,Customer 393,customer393@mail.com,+84913007207,2023-06-05 03:27:22.206841
394,Customer 394,customer394@mail.com,+84999395624,2022-05-27 03:27:22.206842
395,Customer 395,customer395@mail.com,+84948259083,2024-10-25 03:27:22.206844
396,Customer 396,customer396@mail.com,+84944220352,2023-05-24 03:27:22.206846
397,Customer 397,customer397@mail.com,+84946258785,2023-12-18 03:27:22.206848
398,Customer 398,customer398@mail.com,+84968639243,2024-09-30 03:27:22.206849
399,Customer 399,customer399@mail.com,+84946093786,2024-11-28 03:27:22.206851
400,Customer 400,customer400@mail.com,+84921936442,2024-08-05 03:27:22.206853
401,Customer 401,customer401@mail.com,+84930781977,2022-12-17 03:27:22.206854
402,Customer 402,customer402@mail.com,+84940813132,2022-08-27 03:27:22.206857
403,Customer 403,customer403@mail.com,+84917926194,2022-11-26 03:27:22.206859
404,Customer 404,customer404@mail.com,+84956125882,2023-10-23 03:27:22.206861
405,Customer 405,customer405@mail.com,+84959612560,2025-01-13 03:27:22.206862
406,Customer 406,customer406@mail.com,+84980756842,2023-04-12 03:27:22.206864
407,Customer 407,customer407@mail.com,+84945687271,2024-10-06 03:27:22.206866
408,Customer 408,customer408@mail.com,+84955650060,2024-09-17 03:27:22.206867
409,Customer 409,customer409@mail.com,+84995212970,2024-05-08 03:27:22.206869
410,Customer 410,customer410@mail.com,+84951081153,2023-07-27 03:27:22.206871
411,Customer 411,customer411@mail.com,+84946255652,2022-07-27 03:27:22.206873
412,Customer 412,customer412@mail.com,+84996733798,2024-06-21 03:27:22.206874
413,Customer 413,customer413@mail.com,+84919707942,2022-06-10 03:27:22.206876
414,Customer 414,customer414@mail.com,+84971209126,2023-02-26 03:27:22.206878
415,Customer 415,customer415@mail.com,+84978849967,2022-07-06 03:27:22.206879
416,Customer 416,customer416@mail.com,+84935417292,2024-07-12 03:27:22.206881
417,Customer 417,customer417@mail.com,+84979706771,2024-06-09 03:27:22.206883
418,Customer 418,customer418@mail.com,+84915813045,2022-12-29 03:27:22.206884
419,Customer 419,customer419@mail.com,+84948770506,2022-09-04 03:27:22.206886
420,Customer 420,customer420@mail.com,+84950185636,2022-10-07 03:27:22.206888
421,Customer 421,customer421@mail.com,+84959273516,2023-11-09 03:27:22.206890
422,Customer 422,customer422@mail.com,+84985319442,2023-01-19 03:27:22.206891
423,Customer 423,customer423@mail.com,+84919262424,2023-12-08 03:27:22.206893
424,Customer 424,customer424@mail.com,+84981161487,2023-09-12 03:27:22.206895
425,Customer 425,customer425@mail.com,+84991585331,2023-01-03 03:27:22.206896
426,Customer 426,customer426@mail.com,+84942360460,2023-02-16 03:27:22.206898
427,Customer 427,customer427@mail.com,+84930120192,2024-03-08 03:27:22.206900
428,Customer 428,customer428@mail.com,+84916843803,2022-05-28 03:27:22.206902
429,Customer 429,customer429@mail.com,+84983955617,2024-05-27 03:27:22.206903
430,Customer 430,customer430@mail.com,+84941712824,2022-11-15 03:27:22.206905
431,Customer 431,customer431@mail.com,+84978687229,2022-06-04 03:27:22.206907
432,Customer 432,customer432@mail.com,+84945069267,2024-01-06 03:27:22.206909
433,Customer 433,customer433@mail.com,+84917283258,2024-02-29 03:27:22.206910
434,Customer 434,customer434@mail.com,+84933584085,2024-12-22 03:27:22.206912
435,Customer 435,customer435@mail.com,+84950962097,2024-06-26 03:27:22.206914
436,Customer 436,customer436@mail.com,+84944832597,2022-12-21 03:27:22.206915
437,Customer 437,customer437@mail.com,+84946929437,2023-03-12 03:27:22.206917
438,Customer 438,customer438@mail.com,+84951545494,2024-10-16 03:27:22.206919
439,Customer 439,customer439@mail.com,+84923013822,2023-03-27 03:27:22.206921
440,Customer 440,customer440@mail.com,+84978828128,2024-09-25 03:27:22.206922
441,Customer 441,customer441@mail.com,+84929011154,2024-04-10 03:27:22.206924
442,Customer 442,customer442@mail.com,+84979124591,2024-01-31 03:27:22.206926
443,Customer 443,customer443@mail.com,+84970540276,2024-11-18 03:27:22.206927
444,Customer 444,customer444@mail.com,+84921759466,2022-12-12 03:27:22.206929
445,Customer 445,customer445@mail.com,+84971372520,2022-09-22 03:27:22.206931
446,Customer 446,customer446@mail.com,+84968009195,2024-02-14 03:27:22.206932
447,Customer 447,customer447@mail.com,+84947553801,2023-07-09 03:27:22.206934
448,Customer 448,customer448@mail.com,+84963835929,2024-02-24 03:27:22.206936
449,Customer 449,customer449@mail.com,+84918337883,2023-04-27 03:27:22.206938
450,Customer 450,customer450@mail.com,+84970698799,2023-05-28 03:27:22.206939
451,Customer 451,customer451@mail.com,+84954661838,2022-09-24 03:27:22.206941
452,Customer 452,customer452@mail.com,+84941643987,2024-04-21 03:27:22.206943
453,Customer 453,customer453@mail.com,+84937208868,2022-09-05 03:27:22.206945
454,Customer 454,customer454@mail.com,+84997800311,2022-08-01 03:27:22.206946
455,Customer 455,customer455@mail.com,+84991553963,2022-10-28 03:27:22.206948
456,Customer 456,customer456@mail.com,+84971662069,2022-11-11 03:27:22.206950
457,Customer 457,customer457@mail.com,+84962112569,2024-08-06 03:27:22.206952
458,Customer 458,customer458@mail.com,+84933893835,2022-10-12 03:27:22.206954
459,Customer 459,customer459@mail.com,+84944598065,2022-10-14 03:27:22.206956
460,Customer 460,customer460@mail.com,+84963041073,2023-01-11 03:27:22.206958
461,Customer 461,customer461@mail.com,+84976483016,2024-07-21 03:27:22.206959
462,Customer 462,customer462@mail.com,+84969832538,2025-01-01 03:27:22.206961
463,Customer 463,customer463@mail.com,+84943227076,2023-04-05 03:27:22.206963
464,Customer 464,customer464@mail.com,+84949710943,2025-01-07 03:27:22.206964
465,Customer 465,customer465@mail.com,+84941772543,2022-05-31 03:27:22.206966
466,Customer 466,customer466@mail.com,+84984699124,2024-07-06 03:27:22.206969
467,Customer 467,customer467@mail.com,+84919468255,2023-12-03 03:27:22.206970
468,Customer 468,customer468@mail.com,+84923670282,2023-09-14 03:27:22.206972
469,Customer 469,customer469@mail.com,+84915178262,2022-09-21 03:27:22.206974
470,Customer 470,customer470@mail.com,+84990462306,2025-01-13 03:27:22.206975
471,Customer 471,customer471@mail.com,+84921558568,2023-04-15 03:27:22.206977
472,Customer 472,customer472@mail.com,+84915068429,2022-10-07 03:27:22.206979
473,Customer 473,customer473@mail.com,+84957303154,2024-12-14 03:27:22.206981
474,Customer 474,customer474@mail.com,+84939841773,2022-07-16 03:27:22.206982
475,Customer 475,customer475@mail.com,+84969596111,2022-05-20 03:27:22.206985
476,Customer 476,customer476@mail.com,+84994306522,2024-02-04 03:27:22.206987
477,Customer 477,customer477@mail.com,+84967165570,2023-03-20 03:27:22.206988
478,Customer 478,customer478@mail.com,+84924133748,2023-06-14 03:27:22.206990
479,Customer 479,customer479@mail.com,+84938459403,2024-05-18 03:27:22.206992
480,Customer 480,customer480@mail.com,+84990525679,2023-11-08 03:27:22.206994
481,Customer 481,customer481@mail.com,+84990869359,2023-08-21 03:27:22.206995
482,Customer 482,customer482@mail.com,+84970061786,2022-07-20 03:27:22.206997
483,Customer 483,customer483@mail.com,+84999220771,2024-10-16 03:27:22.206999
484,Customer 484,customer484@mail.com,+84955232587,2024-10-31 03:27:22.207000
485,Customer 485,customer485@mail.com,+84943297823,2023-07-12 03:27:22.207003
486,Customer 486,customer486@mail.com,+84918293253,2024-07-06 03:27:22.207005
487,Customer 487,customer487@mail.com,+84999789491,2022-06-16 03:27:22.207006
488,Customer 488,customer488@mail.com,+84943652871,2024-02-11 03:27:22.207008
489,Customer 489,customer489@mail.com,+84974873242,2024-02-04 03:27:22.207010
490,Customer 490,customer490@mail.com,+84928932111,2024-07-29 03:27:22.207011
491,Customer 491,customer491@mail.com,+84920730737,2022-06-24 03:27:22.207013
492,Customer 492,customer492@mail.com,+84942289262,2024-03-27 03:27:22.207015
493,Customer 493,customer493@mail.com,+84970654884,2023-07-03 03:27:22.207017
494,Customer 494,customer494@mail.com,+84976232126,2023-10-07 03:27:22.207018
495,Customer 495,customer495@mail.com,+84939392896,2023-02-05 03:27:22.207020
496,Customer 496,customer496@mail.com,+84964053695,2023-05-19 03:27:22.207022
497,Customer 497,customer497@mail.com,+84979807781,2024-06-11 03:27:22.207023
498,Customer 498,customer498@mail.com,+84985955100,2024-06-01 03:27:22.207025
499,Customer 499,customer499@mail.com,+84914674581,2022-05-23 03:27:22.207027
500,Customer 500,customer500@mail.com,+84920767739,2024-07-30 03:27:22.207028
